"studyName" "downloaded" "metadata" "imported" "PCAmodel_677" "PCAmodel_1399" "PCAmodel_536" "title"
"5099" "SRP134859" "1" "4" "FALSE" "FALSE" "FALSE" "FALSE" "single-cell RNA sequencing of primary model of HIV latency"
"5100" "SRP134954" "4" "8" "FALSE" "FALSE" "FALSE" "FALSE" "WNT signaling memory is required for ACTIVIN to function as a morphogen"
"5101" "SRP135144" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq analysis of colorectal cancer cell line (CRC) SW1116 overexpressed POLR1D"
"5102" "SRP135295" "18" "26" "FALSE" "FALSE" "FALSE" "FALSE" "Impact of shRNA-mediated KLF4 down-modulation on the transcriptome profile of human keratinocyte precursor cells"
"5103" "SRP135489" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq of circulating human eosinophils before and after oral prednisone administration"
"5104" "SRP135523" "6" "7" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome of NK/T-cell lymphoma"
"5105" "SRP135671" "23" "26" "TRUE" "FALSE" "TRUE" "FALSE" "Reactivation of Human Herpesvirus 6 (HHV-6) in Diverticulitis"
"5106" "SRP135684" "100" "159" "TRUE" "TRUE" "TRUE" "TRUE" "The transcriptomic profile of stem-cell derived neurons in 3D culture conditions and stem-cell derived astrocytic cells"
"5107" "SRP135686" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "NCOA5 knockout suppresses epithelial-to-mesenchymal transition (EMT) impairing cell proliferation and migration in Hepatocellular Carcinoma cells"
"5108" "SRP135702" "44" "46" "TRUE" "FALSE" "TRUE" "FALSE" "RNA-Seq of Circulating Tumor Cells in Stage II-III Breast Cancer"
"5109" "SRP135716" "3" "8" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq analysis of normal and NMD-inhibited human erythroblasts"
"5110" "SRP135729" "4" "6" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq of STON2 knockdown  3AO  cells"
"5111" "SRP135771" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "The m 6 A-methylase complex recruits TREX and regulates mRNA export."
"5112" "SRP135773" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of total RNA in the Raji B cell line"
"5113" "SRP135775" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of total RNA in human osteosarcoma cell line U2OS before and after inhibition of zinc finger protein ZNF768"
"5114" "SRP135788" "1" "49" "FALSE" "FALSE" "FALSE" "FALSE" "GABA regulates release of inflammatory cytokines from peripheral blood mononuclear cells and CD4+ T cells and is immunosuppressive in type 1 diabetes"
"5115" "SRP135794" "11" "14" "FALSE" "FALSE" "FALSE" "FALSE" "Screening in Human Cardiac Organoids Identifies a Requirement for the Mevalonate Pathway in Cardiomyocyte Proliferation"
"5116" "SRP135797" "29" "30" "TRUE" "FALSE" "TRUE" "FALSE" "Single-cell transcriptomic analysis of tissue resident memory T cells in human lung cancer [ 10x genomics]"
"5117" "SRP135807" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Patient iPSC-derived neural stem cells display progressive enlargement of lysosomes and disruptions of glycosaminoglycan pathway and autophagy in concordance with clinical severity of Mucopolysaccharidosis I"
"5118" "SRP135811" "7" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Pluripotent stem cell model of Nakajo-Nishimura syndrome untangles proinflammatory pathways mediated by oxidative stress"
"5119" "SRP135821" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "RUNX1 mutations lead to a myeloid differentiation block by altering the RUNX1 transcriptional program (RNA-Seq)"
"5120" "SRP135822" "22" "22" "TRUE" "FALSE" "TRUE" "FALSE" "An Activating Mutation of the NSD2 Histone Methyltransferase Drives Oncogenic Reprogramming in Acute Lymphocytic Leukemia?"
"5121" "SRP135850" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptomic characterization of FTD-resistant colorectal cancer cell lines"
"5122" "SRP135856" "11" "11" "FALSE" "FALSE" "FALSE" "FALSE" "Effect of chorioamnionitis exposure on neonatal monocyte transcription"
"5123" "SRP135891" "9" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Arginine methylation controls cell proliferation by integrating E2F activity with the splicing machinery (RNA-seq data set)"
"5124" "SRP135900" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptomic analysis of human tonsillar TFH subsets"
"5125" "SRP135927" "100" "507" "TRUE" "TRUE" "TRUE" "TRUE" "Efficient generation of human CA3 neurons and modeling hippocampal neuronal connectivity in vitro (single cells)"
"5126" "SRP135951" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Microarray analysis of the ClC-3 gene expression profile"
"5127" "SRP135952" "7" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Deregulated LncRNAs Identified by RNA-Seq in Diffuse Gastric Cancer"
"5128" "SRP135973" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Human iPSC-derived glomeruli provide an advanced model to interrogate podocyte biology and accurately recapitulate podocytopathy"
"5129" "SRP135989" "17" "21" "FALSE" "FALSE" "FALSE" "FALSE" "Next Generation Sequencing Facilitates Quantitative of Transcriptomes in Various Cells Treated with or without LD100 and siRNA of SOD1"
"5130" "SRP135996" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptomic profiling of THP-1 macrophages infected with SFG Rickettsia"
"5131" "SRP135999" "1" "6" "FALSE" "FALSE" "FALSE" "FALSE" "The Human Testis Cell Atlas via Single-cell RNA-seq (Healthy men scRNA-seq data set)"
"5132" "SRP136016" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "A Novel Functional Splice Variant of AKT3 Defined by Analysis of Alternative Splice Expression in HPV-Positive Oropharyngeal Cancers (RNA-Seq)"
"5133" "SRP136023" "1" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Prostate Cancer Cell RNA-Seq (PC3E and GS689.Li)"
"5134" "SRP136039" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome sequencing of  human AGS cells in response to Helicobacter pylori infection."
"5135" "SRP136057" "100" "202" "TRUE" "TRUE" "TRUE" "TRUE" "Whole Blood Transcriptome Profiling in Juvenile Idiopathic Arthritis and Inflammatory Bowel Disease"
"5136" "SRP136058" "36" "36" "TRUE" "FALSE" "TRUE" "FALSE" "Gene expression in PANC1 cells treated with Rakicidin"
"5137" "SRP136093" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Seq of fibrosarcoma with ESCC case"
"5138" "SRP136094" "23" "24" "TRUE" "FALSE" "TRUE" "FALSE" "Codon usage optimization in pluripotent embryonic stem cells [RNA-seq]"
"5139" "SRP136102" "100" "120" "TRUE" "TRUE" "TRUE" "TRUE" "Systemic Lupus Erythematosus patient blood with controls"
"5140" "SRP136108" "100" "144" "TRUE" "TRUE" "TRUE" "TRUE" "RNA-seq of nine primary human cell types exposed in vitro to methylprednisolone"
"5141" "SRP136132" "30" "30" "TRUE" "FALSE" "TRUE" "FALSE" "RNASeq of total RNA isolated from self-assembling co-cultures of primary human hepatocytes (SACC-PHHs) mono-infected with HBV, co-infected with HBV/HDV, or uninfected at 8 and 28 days post-infection"
"5142" "SRP136156" "19" "21" "FALSE" "FALSE" "FALSE" "FALSE" "Leukaemic alteration of IKZF1 primes stemness and malignancy programs in human lymphocytes"
"5143" "SRP136195" "6" "20" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Seq analysis and comparison of corneal epithelium in keratoconus and myopia patients"
"5144" "SRP136239" "18" "24" "FALSE" "FALSE" "FALSE" "FALSE" "RNA Misplicing in Fuchs Endothelial Corneal Dystrophy II"
"5145" "SRP136263" "41" "48" "TRUE" "FALSE" "TRUE" "FALSE" "Human Cellular Model of Hypoxic Brain Injury of Prematurity"
"5146" "SRP136266" "10" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Integrating the Epigenome to Identify Novel Drivers of Hepatocellular Carcinoma"
"5147" "SRP136292" "2" "12" "FALSE" "FALSE" "FALSE" "FALSE" "MicroRNAs reinforce repression of PRC2 transcriptional targets independently and through a feed-forward regulatory network with PRC2 [RNA-seq]"
"5148" "SRP136355" "6" "8" "FALSE" "FALSE" "FALSE" "FALSE" "MKL1 augments megakaryocyte maturation by enhancing the SRF regulatory axis [RNA-seq]"
"5149" "SRP136360" "23" "23" "TRUE" "FALSE" "TRUE" "FALSE" "Extracellular RNA profiles with human age"
"5150" "SRP136364" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "The Mitochondrial-Encoded Peptide MOTS-c Translocates to the Nucleus to Regulate Nuclear Gene Expression in Response to Metabolic Stress"
"5151" "SRP136411" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Post-transcriptional regulation of the epithelial cell response to colitis"
"5152" "SRP136415" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Polyamide induced gene expression changes in VCaP cells"
"5153" "SRP136473" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Choline Kinase Alpha (CHKa) as a Therapeutic Target in Pancreatic Ductal Adenocarcinoma: Expression, Predictive Value, and Sensitivity to Inhibitors"
"5154" "SRP136481" "40" "40" "TRUE" "FALSE" "TRUE" "FALSE" "Regional differences in mRNA and lncRNA expression patterns in the non-failing human heart"
"5155" "SRP136483" "19" "22" "FALSE" "FALSE" "FALSE" "FALSE" "Novel risk variants affecting enhancers of TH1 and TREG cells in type 1 diabetes [RNA-seq]"
"5156" "SRP136484" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Viral shRNA Knockdown of INS Promotor Activity in EndoC-ßH1 Cells "
"5157" "SRP136521" "36" "36" "TRUE" "FALSE" "TRUE" "FALSE" "The Promyelocytic Leukemia Zinc Finger Dependent Transcriptome during Human Endometrial Stromal Cell Decidualization"
"5158" "SRP136642" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Polarized B -cell functions"
"5159" "SRP136659" "1" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Generation of pulmonary neuro-endocrine cells and tumors resembling small cell lung cancers from human embryonic stem cells"
"5160" "SRP136693" "96" "96" "TRUE" "TRUE" "TRUE" "TRUE" "Celll type specific gene expression from healthy human lung tissue infected with mycobacterium tuberculosis (ILC)."
"5161" "SRP136694" "92" "92" "TRUE" "TRUE" "TRUE" "TRUE" "Celll type specific gene expression from healthy human lung tissue infected with mycobacterium tuberculosis (innate)."
"5162" "SRP136698" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "A CLK3-HMGA2 alternative splicing axis impacts human hematopoietic stem cell molecular identity throughout development (HPC-5F RNAseq)"
"5163" "SRP136720" "14" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Gene expression profile in breast cancer cells"
"5164" "SRP136721" "22" "22" "TRUE" "FALSE" "TRUE" "FALSE" "Targeting tumour re-wiring by triple blockade of mTORC1, epidermal growth factor and estrogen receptor signalling pathways in endocrine resistant breast cancer"
"5165" "SRP136727" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Functional CRISPR Screen Identifies AP1-associated Enhancer regulating FOXF1 to modulate Oncogene-Induced Senescence"
"5166" "SRP136739" "96" "96" "TRUE" "TRUE" "TRUE" "TRUE" "Single cell RNA-seq of CRX+ cells obtained at day 90 of retinal organoid differentiation"
"5167" "SRP136742" "34" "80" "TRUE" "TRUE" "TRUE" "FALSE" "RNA-seq analysis identifies different transcriptomic types and developmental trajectories of primary melanomas"
"5168" "SRP136747" "1" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Effect of XAV939 on  Non-small-cell lung carcinoma"
"5169" "SRP136770" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Co-regulation of alternative splicing by hnRNPM and ESRP1 during EMT"
"5170" "SRP136781" "8" "10" "FALSE" "FALSE" "FALSE" "FALSE" "ARID2 promotes clear cell renal cell carcinoma in the absence of functional PBRM1 [RNA-seq]"
"5171" "SRP136794" "32" "34" "TRUE" "FALSE" "TRUE" "FALSE" "DNA methylation in neurons from post-mortem brains in schizophrenia and bipolar disorder (RNA-Seq)"
"5172" "SRP136849" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Single Cell RNA-Seq profiling human embryonic kidney cortex cells"
"5173" "SRP136914" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "RNA transcriptome sequencing analysis of SGC-7901 cells transfected with ENST00000431060 shRNA or control shRNA"
"5174" "SRP136927" "18" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Targeted RNA-seq of human monocytes"
"5175" "SRP136928" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "XBP1s Activation Globally Remodels N-Glycan Structure Distribution Patterns"
"5176" "SRP136931" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Next Generation Sequencing Facilitates Quantitative Analysis of Ramos and Rituximab-resistant Ramos cell Transcriptomes"
"5177" "SRP136932" "18" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Gene expression signatures of innate lymphoid cells from human blood"
"5178" "SRP136939" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Targeted RNA-seq of human naive CD4+ T-cells"
"5179" "SRP136989" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Environmental toxins and colon carcinogenesis."
"5180" "SRP137071" "54" "64" "TRUE" "TRUE" "TRUE" "TRUE" "Time series integrative analysis of RNA-Seq and miRNA expression data reveals key biologic pathways during keloid formation"
"5181" "SRP137096" "6" "11" "FALSE" "FALSE" "FALSE" "FALSE" "Effect of hyperfractionated irradiation (HFRT) of prostate primary basal cells (PrEPs) on the transcriptome"
"5182" "SRP137147" "100" "149" "TRUE" "TRUE" "TRUE" "TRUE" "Use single cell RNA sequencing to study the molecular siganature of primary human Megakaryocytic-erythroid progenitor"
"5183" "SRP137216" "14" "14" "FALSE" "FALSE" "FALSE" "FALSE" "Analysis of MGE Transcriptomes with or without Ctnnb1 knockout in human through RNA Sequencing"
"5184" "SRP137776" "11" "14" "FALSE" "FALSE" "FALSE" "FALSE" "Efficient and precise editing of endogenous transcripts with SNAP-tagged ADARs"
"5185" "SRP137884" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "PAK4 suppresses RELB to prevent senescence-like growth arrest in breast cancer"
"5186" "SRP137893" "8" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Molecular characterization of neuroendocrine prostate cancer organoids and PDOX by RNA-seq"
"5187" "SRP138008" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Human Eosinophil Transcriptome"
"5188" "SRP139120" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome-wide identification of transient RNA G-quadruplexes in human cells"
"5189" "SRP139147" "2" "8" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq MCF10 series"
"5190" "SRP139556" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "RNA sequencing of HepG2 cells treated with estradiol or estrogen receptor agonist"
"5191" "SRP139587" "48" "48" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptome profiling of Cryptosporidium parvum infected lung and intestinal organoids"
"5192" "SRP139607" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Defining the transcriptome of T cells transduced with FOXP3fl or FOXP3d2"
"5193" "SRP139667" "10" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Next Generation Sequencing Facilitates Quantitative Analysis of conventional and ischemia-free liver transplantation Transcriptomes"
"5194" "SRP139744" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Seletive inhibition of CDK9 in DLBCL cell lines"
"5195" "SRP139759" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "A High-Throughput Screen Identifies DYRK inhibitor ID-8 that Stimulates Human Kidney Tubular Proliferation"
"5196" "SRP139787" "48" "48" "TRUE" "FALSE" "TRUE" "FALSE" "NOTCH-mediated non-cell autonomous regulation of chromatin structure during senescence [RNA-Seq]"
"5197" "SRP139810" "2" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Sequencing of human chain specific ribosome transcriptional group"
"5198" "SRP139859" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Spontaneous functional network activity in organoids resembles programmed early human brain development"
"5199" "SRP139891" "23" "49" "TRUE" "FALSE" "TRUE" "FALSE" "Alternative splicing analysis in human monocytes and macrophages reveals MBNL1 as major regulator"
"5200" "SRP139916" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq across polysome gradient fractions of HeLa cellular extracts"
"5201" "SRP139919" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Differential responses by human respiratory epithelial cell lines to respiratory syncytial virus reflect distinct patterns of infection control"
"5202" "SRP139926" "50" "52" "TRUE" "TRUE" "TRUE" "FALSE" "Primary T cells from cutaneous T-cell lymphoma skin explants display an exhausted  immune checkpoint profile"
"5203" "SRP139931" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome of human chorioamniotic membranes of severe preterm birth"
"5204" "SRP139932" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Stabilizing Heterochromatin by DGCR8 Alleviates Senescence and Osteoarthritis"
"5205" "SRP139939" "14" "24" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Seq with and without RNase treatment in PCa cell lines"
"5206" "SRP139943" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional alteration after ionizing radiation exposure in human fibroblasts, iPSCs and NPCs"
"5207" "SRP139944" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Critical role for Lymphocytes in Producing FLT3LG in Tumors and Driving Checkpoint Therapy-Receptive Immune Microenvironments"
"5208" "SRP139971" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"5209" "SRP140437" "22" "22" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptome change after tocilizumab therapy in rheumatoid arthritis patients"
"5210" "SRP140469" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Identification and single cell functional characterization of an endodermally-biased pluripotent sub-state in human embryonic stem cells"
"5211" "SRP140488" "100" "296" "TRUE" "TRUE" "TRUE" "TRUE" "Single Cell RNA sequencing of Adult Human Breast Epithelial Cells [C1_Individual_1]"
"5212" "SRP140489" "100" "159" "TRUE" "TRUE" "TRUE" "TRUE" "Single Cell RNA sequencing of Adult Human Breast Epithelial Cells [C1_Individual_2]"
"5213" "SRP140515" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "IL-6 trans-signaling induced gene expression in airway epithelial cells"
"5214" "SRP140533" "1" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Single Cell RNA sequencing of Adult Human Breast Epithelial Cells [Individual 4..7]"
"5215" "SRP140536" "100" "325" "TRUE" "TRUE" "TRUE" "TRUE" "Single Cell RNA sequencing of Adult Human Breast Epithelial Cells [C1_Individual_3]"
"5216" "SRP140540" "14" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Sex differences in transcriptomic profiles in aged kidney cells of renin lineage"
"5217" "SRP140557" "56" "56" "TRUE" "TRUE" "TRUE" "TRUE" "Acute viral bronchiolitis (NMS)"
"5218" "SRP140558" "62" "62" "TRUE" "TRUE" "TRUE" "TRUE" "Acute viral bronchiolitis (PBMC)"
"5219" "SRP140592" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "High-throughput RNA sequencing on circular RNA profiles of human triple-negative breast cancer and adjacent normal tissues"
"5220" "SRP140625" "6" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Sauchinone controls hepatic cholesterol homeostasis by the negative regulation of PCSK9 transcriptional network"
"5221" "SRP140637" "4" "6" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing (RNA-seq) in BxPC-3 and S2-007 cell lines"
"5222" "SRP140640" "12" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Mechanosensitive ion channel regulates tissue stiffening to promote glioma aggression"
"5223" "SRP140711" "16" "26" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional profile in human S. haematobium infection (II)"
"5224" "SRP140719" "18" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Epigenetic changes induced by Bacteroides fragilis toxin (BFT) [RNA-seq]"
"5225" "SRP140795" "55" "56" "TRUE" "TRUE" "TRUE" "TRUE" "Using RNA sequencing to examine age-dependent skeletal muscle transcriptome response to bed rest-induced atrophy, and age independent disuse-induced insulin resistance"
"5226" "SRP140829" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Differential expression of miRNAs in a cellular model of MELAS."
"5227" "SRP140871" "2" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Nascent RNA sequencing in IMR-32 cells treated with THZ531 or DMSO"
"5228" "SRP140872" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "PolyA-sequencing in IMR-32 cells treated with THZ531 or DMSO"
"5229" "SRP140916" "2" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome-wide analysis links the short-term expression of the b isoforms of T-cell intracellular antigens to protective proteostasis-mediated survival and quiescence"
"5230" "SRP140918" "7" "13" "FALSE" "FALSE" "FALSE" "FALSE" "Human intestinal biopsy gene expression after infection with Salmonella enterica serovar Typhi"
"5231" "SRP140945" "14" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Genome-wide expression from the esophageal biopsies of subjects with and without eosinophilic esophagitis"
"5232" "SRP140975" "15" "17" "FALSE" "FALSE" "FALSE" "FALSE" "Human K562 Cell Line Raw sequence reads for small RNA analysis"
"5233" "SRP141017" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "DAOY-NERT2 Notch/Hypoxia Transcriptome Analysis"
"5234" "SRP141118" "18" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Activating Transcription Factor 4 modulated TGFb-induced aggresiveness in triple negative breast cancer vis SMAD2/3/4 and mTORC2 signaling"
"5235" "SRP141131" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Evaluation of cross-platform and interlaboratory concordance via consensus modelling of genomic measurements [Whole RNA-Seq]"
"5236" "SRP141147" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Conditional DICER1 knockout hESCs"
"5237" "SRP141351" "21" "21" "TRUE" "FALSE" "TRUE" "FALSE" "ALYREF links 3'processing and nuclear export of histone mRNAs"
"5238" "SRP141364" "100" "413" "TRUE" "TRUE" "TRUE" "TRUE" "Genome-wide transcriptional analysis of human patterned induced neurons (hpiNs)"
"5239" "SRP141379" "100" "128" "TRUE" "TRUE" "TRUE" "TRUE" "RNAseq Study in CC-671 Treated Cal-51 Cells"
"5240" "SRP141444" "22" "22" "TRUE" "FALSE" "TRUE" "FALSE" "RNAseq of Breast cancer PDX samples"
"5241" "SRP141453" "4" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Cockayne syndrome and rRNA variation"
"5242" "SRP141733" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Human gut derived-organoids as model to study gluten response and effects of microbiota bioproducts in celiac disease"
"5243" "SRP142249" "2" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Clinker: visualizing fusion genes detected in RNA-seq data"
"5244" "SRP142279" "5" "8" "FALSE" "FALSE" "FALSE" "FALSE" "A high-throughput screening strategy identifies regulators of alternative splicing via interaction with RNA G-quadruplexes"
"5245" "SRP142292" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of Nrf2 regulated genes by RNA sequencing"
"5246" "SRP142336" "10" "11" "FALSE" "FALSE" "FALSE" "FALSE" "Specific Oxylipins Enhance Vertebrate Hematopoiesis via the Receptor GPR132"
"5247" "SRP142391" "11" "11" "FALSE" "FALSE" "FALSE" "FALSE" "Role of cohesin in cancer development"
"5248" "SRP142438" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "DHX15 regulates CMTR1-dependent gene expression and cell proliferation"
"5249" "SRP142465" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Profiling of lung tumor-infiltrating CD8 T cells according to their expression status of CD39"
"5250" "SRP142468" "14" "24" "FALSE" "FALSE" "FALSE" "FALSE" "Profiling of colorectal tumor-infiltrating CD8 T cells according to their expression status of CD39"
"5251" "SRP142489" "14" "24" "FALSE" "FALSE" "FALSE" "FALSE" "RNA sequencing analysis of adult mixed phenotype acute leukemia (MPAL)"
"5252" "SRP142503" "22" "22" "TRUE" "FALSE" "TRUE" "FALSE" "BET bromodomain dependency in EWS/ETS driven Ewing Sarcoma"
"5253" "SRP142547" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Role of JMJD1A/KDM3A in HCT116 colorectal cancer cells"
"5254" "SRP142570" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "High throughout long non-coding RNA sequencing of nasopharyngeal carcinoma from chronic nasopharyngitis patients"
"5255" "SRP142599" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Quantitative whole transcriptomics sequencing of progeria-derived cells point to a key role of nucleotide metabolism in premature aging"
"5256" "SRP142608" "16" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Genome-wide transcriptome profiling of NEDD9-regulated genes using RNA-seq"
"5257" "SRP142614" "10" "10" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq of CD33 KO and control HSPCs"
"5258" "SRP142626" "1" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Simultaneous multiplexed amplicon sequencing and transcriptome profiling in single cells"
"5259" "SRP142722" "15" "18" "FALSE" "FALSE" "FALSE" "FALSE" "EIF1AX-A113 splice and RAS mutations cooperate to drive thyroid tumorigenesis through ATF4 and c-MYC"
"5260" "SRP143362" "27" "27" "TRUE" "FALSE" "TRUE" "FALSE" "CAGE profiling after treatment with JQ1 BET inhibitor in lung cancer cell line."
"5261" "SRP143452" "34" "34" "TRUE" "FALSE" "TRUE" "FALSE" "Translational control through differential ribosome pausing during amino acid limitation in mammalian cells"
"5262" "SRP143514" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "The Transcriptional Signature of Growth in Human Fetal Aortic Valve Development"
"5263" "SRP143517" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "RNA sequencing analysis of decidua tissues from unexplained recurrent spontaneous abortion patients and controls with induced abortions"
"5264" "SRP143521" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Trans-differentiation of human adult peripheral blood T cells into neurons"
"5265" "SRP143627" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "human Distal convoluted tubule with Vpr"
"5266" "SRP143647" "24" "38" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptome  profiling of mesenchymal stem cells cultured in 3D functionalized hydrogels"
"5267" "SRP143700" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "m6A/m-Seq of human B-lymphocyte cell lines from healthy controls and major depressive disorder patients"
"5268" "SRP144003" "81" "106" "TRUE" "TRUE" "TRUE" "TRUE" "RNA-seq from HNSCC and melanoma populations"
"5269" "SRP144009" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome sequencing after MAGOHB knockdown in MAGOH-deleted or non-deleted cancer cells"
"5270" "SRP144016" "2" "13" "FALSE" "FALSE" "FALSE" "FALSE" "Degenerate 3'UTR DNA and RNA sequence data"
"5271" "SRP144076" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Nascent RNA Sequencing after NMYC activation in SH-EP MYCNER cells"
"5272" "SRP144178" "100" "612" "TRUE" "TRUE" "TRUE" "TRUE" "TimeSignature: A Universal Method for Robust Detection of Circadian State from Gene Expression"
"5273" "SRP144188" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA Sequencing of Human iPS derived Cardiomyocytes"
"5274" "SRP144212" "56" "56" "TRUE" "TRUE" "TRUE" "TRUE" "CDK12 mediated transcriptional regulation in U2OS cells"
